49.0,29.0,48.0,56.0,24.0,35.0,negative
7.0,4.0,48.0,54.0,35.0,44.0,negative
56.0,4.0,48.0,49.0,37.0,46.0,negative
59.0,49.0,48.0,52.0,45.0,36.0,negative
23.0,32.0,48.0,55.0,25.0,35.0,negative
67.0,39.0,48.0,36.0,38.0,46.0,negative
21.0,34.0,48.0,51.0,28.0,39.0,negative
2.0,44.0,48.0,46.0,51.0,57.0,negative
42.0,4.0,48.0,56.0,18.0,3.0,negative
42.0,24.0,48.0,57.0,27.0,37.0,negative
25.0,48.0,48.0,44.0,17.0,29.0,negative
39.0,32.0,48.0,46.0,24.0,35.0,negative
51.0,5.0,48.0,46.0,32.0,35.0,negative
25.0,4.0,48.0,46.0,44.0,52.0,negative
34.0,45.0,48.0,38.0,24.0,35.0,negative
31.0,23.0,48.0,73.0,5.0,14.0,negative
3.0,16.0,48.0,56.0,11.0,23.0,negative
36.0,39.0,48.0,48.0,22.0,23.0,negative
25.0,4.0,48.0,47.0,33.0,42.0,negative
21.0,51.0,48.0,5.0,32.0,41.0,negative
43.0,39.0,48.0,47.0,31.0,41.0,negative
53.0,38.0,48.0,44.0,26.0,36.0,negative
4.0,29.0,48.0,42.0,35.0,44.0,negative
24.0,35.0,48.0,31.0,19.0,31.0,negative
36.0,54.0,48.0,41.0,38.0,46.0,negative
29.0,52.0,48.0,42.0,29.0,39.0,negative
32.0,42.0,48.0,35.0,28.0,38.0,negative
38.0,46.0,48.0,48.0,22.0,29.0,negative
33.0,45.0,48.0,52.0,32.0,41.0,negative
3.0,37.0,48.0,59.0,41.0,49.0,negative
4.0,5.0,48.0,45.0,39.0,47.0,negative
28.0,38.0,48.0,5.0,33.0,42.0,negative
61.0,45.0,48.0,48.0,35.0,41.0,negative
44.0,35.0,48.0,55.0,55.0,61.0,negative
42.0,35.0,48.0,58.0,15.0,27.0,negative
23.0,33.0,48.0,43.0,33.0,43.0,negative
37.0,52.0,48.0,42.0,42.0,36.0,negative
29.0,3.0,48.0,45.0,3.0,17.0,negative
47.0,47.0,48.0,22.0,16.0,26.0,negative
54.0,47.0,48.0,28.0,33.0,42.0,negative
51.0,37.0,48.0,35.0,36.0,45.0,negative
4.0,35.0,48.0,45.0,33.0,42.0,negative
44.0,34.0,48.0,3.0,33.0,43.0,negative
52.0,36.0,48.0,41.0,28.0,38.0,negative
47.0,29.0,48.0,51.0,33.0,43.0,negative
24.0,43.0,48.0,54.0,52.0,59.0,negative
25.0,37.0,48.0,41.0,33.0,42.0,negative
52.0,57.0,48.0,42.0,47.0,54.0,negative
25.0,37.0,48.0,43.0,26.0,36.0,negative
35.0,48.0,48.0,56.0,4.0,48.0,negative
26.0,26.0,48.0,34.0,25.0,35.0,negative
44.0,51.0,48.0,47.0,26.0,36.0,negative
37.0,5.0,48.0,42.0,36.0,45.0,negative
44.0,42.0,48.0,42.0,25.0,2.0,negative
24.0,43.0,48.0,37.0,28.0,38.0,negative
42.0,3.0,48.0,48.0,26.0,36.0,negative
48.0,42.0,48.0,45.0,25.0,35.0,negative
41.0,48.0,48.0,51.0,44.0,51.0,negative
29.0,41.0,48.0,48.0,38.0,46.0,negative
34.0,28.0,48.0,41.0,35.0,44.0,negative
41.0,43.0,48.0,45.0,31.0,41.0,negative
29.0,47.0,48.0,41.0,23.0,34.0,negative
34.0,55.0,48.0,58.0,31.0,41.0,negative
36.0,56.0,48.0,43.0,45.0,53.0,negative
4.0,46.0,48.0,52.0,49.0,56.0,negative
5.0,49.0,48.0,49.0,46.0,53.0,negative
52.0,44.0,48.0,37.0,36.0,42.0,negative
5.0,51.0,48.0,27.0,23.0,34.0,negative
53.0,42.0,48.0,16.0,29.0,39.0,negative
34.0,46.0,48.0,52.0,35.0,44.0,negative
4.0,42.0,48.0,37.0,27.0,27.0,negative
3.0,45.0,48.0,36.0,21.0,32.0,negative
35.0,37.0,48.0,3.0,34.0,43.0,negative
57.0,54.0,48.0,37.0,28.0,33.0,negative
65.0,55.0,48.0,34.0,37.0,28.0,negative
51.0,46.0,48.0,58.0,31.0,41.0,negative
24.0,57.0,48.0,63.0,34.0,43.0,negative
38.0,26.0,48.0,54.0,16.0,28.0,negative
33.0,47.0,48.0,53.0,18.0,29.0,negative
24.0,34.0,48.0,38.0,3.0,4.0,negative
26.0,5.0,48.0,44.0,32.0,41.0,negative
44.0,49.0,48.0,39.0,38.0,4.0,negative
43.0,32.0,48.0,33.0,45.0,52.0,negative
49.0,43.0,48.0,49.0,3.0,4.0,negative
47.0,28.0,48.0,56.0,2.0,25.0,negative
34.0,35.0,48.0,51.0,49.0,56.0,negative
35.0,34.0,48.0,46.0,3.0,27.0,negative
38.0,3.0,48.0,43.0,29.0,39.0,negative
38.0,44.0,48.0,43.0,2.0,31.0,negative
41.0,51.0,48.0,58.0,2.0,31.0,negative
34.0,42.0,48.0,41.0,34.0,43.0,negative
29.0,28.0,48.0,5.0,42.0,5.0,negative
25.0,26.0,48.0,39.0,32.0,42.0,negative
24.0,41.0,48.0,49.0,23.0,34.0,negative
17.0,39.0,48.0,53.0,3.0,39.0,negative
4.0,31.0,48.0,41.0,29.0,39.0,negative
61.0,36.0,48.0,49.0,35.0,44.0,negative
34.0,51.0,48.0,44.0,37.0,46.0,negative
28.0,33.0,48.0,45.0,22.0,33.0,negative
37.0,44.0,48.0,42.0,39.0,47.0,negative
0.0,38.0,48.0,42.0,48.0,55.0,negative
39.0,31.0,48.0,38.0,34.0,43.0,negative
3.0,44.0,48.0,49.0,22.0,33.0,negative
27.0,3.0,48.0,71.0,28.0,39.0,negative
17.0,52.0,48.0,49.0,37.0,46.0,negative
36.0,42.0,48.0,53.0,32.0,41.0,negative
3.0,37.0,48.0,43.0,18.0,3.0,negative
26.0,4.0,48.0,36.0,26.0,37.0,negative
4.0,41.0,48.0,55.0,22.0,33.0,negative
22.0,34.0,48.0,42.0,29.0,39.0,negative
44.0,35.0,48.0,44.0,52.0,59.0,negative
16.0,43.0,48.0,54.0,27.0,37.0,negative
77.0,57.0,1.0,37.0,54.0,1.0,negative
66.0,49.0,1.0,54.0,56.0,36.0,negative
67.0,55.0,1.0,66.0,58.0,16.0,negative
68.0,49.0,1.0,62.0,55.0,28.0,negative
7.0,61.0,48.0,56.0,52.0,43.0,negative
66.0,86.0,48.0,34.0,41.0,36.0,negative
73.0,78.0,48.0,58.0,51.0,31.0,negative
65.0,57.0,48.0,47.0,47.0,51.0,negative
72.0,86.0,48.0,17.0,55.0,21.0,negative
67.0,7.0,48.0,46.0,45.0,33.0,negative
67.0,81.0,48.0,54.0,49.0,23.0,negative
67.0,61.0,48.0,51.0,37.0,38.0,negative
63.0,1.0,48.0,35.0,51.0,49.0,negative
57.0,59.0,48.0,39.0,47.0,33.0,negative
71.0,71.0,48.0,4.0,54.0,39.0,negative
66.0,74.0,48.0,31.0,38.0,43.0,negative
64.0,72.0,48.0,49.0,42.0,19.0,negative
32.0,39.0,48.0,53.0,28.0,38.0,negative
7.0,64.0,48.0,47.0,51.0,47.0,negative
63.0,57.0,48.0,49.0,7.0,2.0,negative
74.0,82.0,48.0,49.0,49.0,41.0,negative
63.0,86.0,48.0,39.0,47.0,34.0,negative
63.0,83.0,48.0,4.0,39.0,19.0,negative
63.0,71.0,48.0,6.0,4.0,39.0,negative
71.0,86.0,48.0,4.0,54.0,32.0,negative
64.0,84.0,48.0,37.0,45.0,4.0,negative
74.0,47.0,48.0,5.0,57.0,42.0,negative
75.0,84.0,48.0,35.0,52.0,33.0,negative
63.0,65.0,48.0,39.0,44.0,35.0,negative
69.0,67.0,48.0,3.0,39.0,24.0,negative
69.0,8.0,48.0,46.0,57.0,26.0,negative
64.0,66.0,48.0,41.0,39.0,2.0,negative
63.0,8.0,48.0,46.0,31.0,29.0,negative
66.0,71.0,48.0,41.0,5.0,35.0,negative
69.0,59.0,48.0,46.0,44.0,52.0,negative
64.0,78.0,48.0,5.0,36.0,38.0,negative
62.0,78.0,48.0,47.0,49.0,54.0,negative
76.0,73.0,48.0,44.0,39.0,39.0,negative
64.0,81.0,48.0,37.0,39.0,44.0,negative
29.0,39.0,48.0,52.0,4.0,48.0,negative
62.0,83.0,48.0,46.0,36.0,4.0,negative
56.0,54.0,48.0,43.0,37.0,3.0,negative
69.0,66.0,48.0,41.0,5.0,25.0,negative
69.0,65.0,48.0,63.0,48.0,41.0,negative
43.0,59.0,48.0,52.0,49.0,56.0,negative
61.0,6.0,48.0,44.0,39.0,38.0,negative
59.0,61.0,48.0,42.0,42.0,37.0,negative
74.0,74.0,48.0,31.0,53.0,52.0,negative
78.0,68.0,48.0,83.0,4.0,29.0,positive
63.0,69.0,48.0,65.0,41.0,28.0,positive
61.0,75.0,48.0,51.0,33.0,33.0,positive
67.0,84.0,48.0,74.0,54.0,37.0,positive
74.0,9.0,48.0,57.0,53.0,29.0,positive
73.0,84.0,48.0,86.0,58.0,29.0,positive
77.0,57.0,48.0,88.0,53.0,2.0,positive
74.0,78.0,48.0,75.0,54.0,15.0,positive
68.0,76.0,48.0,84.0,45.0,27.0,positive
56.0,68.0,48.0,77.0,36.0,45.0,positive
65.0,51.0,48.0,66.0,54.0,33.0,positive
64.0,57.0,48.0,7.0,33.0,26.0,positive
69.0,59.0,48.0,77.0,39.0,21.0,positive
63.0,49.0,48.0,79.0,45.0,28.0,positive
71.0,71.0,48.0,68.0,43.0,36.0,positive
68.0,63.0,48.0,73.0,4.0,3.0,positive
60.839772446299115,69.96893961569265,48.0,46.46469933943698,34.31382279397433,36.3174703463795,positive
61.963044539269745,70.7528894323856,48.0,51.64686993291389,38.37463347397622,30.18409585748587,positive
73.18881195307634,82.3422622252269,48.0,78.90335664255146,57.000126478227294,18.07993658225302,positive
73.11232859526807,78.0,48.0,61.2036843227806,53.6017852140245,19.10569220850632,positive
70.66187751617151,8.26976399898138,48.0,52.86308296505065,43.0715569508547,32.2271028509877,positive
69.90430459154362,63.66133307687351,48.0,70.24868963268798,39.08076296593418,26.185782993157574,positive
67.44255338528151,77.16362744147774,48.0,77.44240300213605,52.567270348022696,36.61853613194794,positive
62.50424984794573,68.9526909496441,48.0,74.71089298352683,37.431331977552716,33.606445988670444,positive
71.6319404620028,67.22818964964743,48.0,45.04539192009985,4.7214334878502235,28.04871010656702,positive
63.447102689436164,72.02558560754218,48.0,5.131934396605784,35.20777028646418,20.554934811550403,positive
68.44466076523943,63.90487699433672,48.0,60.55556648637351,4.49581790809752,11.151367868856724,positive
63.59672922308505,70.57276675078876,48.0,67.77355546305371,41.607232371094504,34.239850903061544,positive
63.86762389115618,49.50575524198855,48.0,65.38813891161652,52.364375709854485,34.033441474013884,positive
67.59715267440936,76.81184380933973,48.0,76.82226483803612,46.4027564132945,30.598981437666346,positive
63.14577446568775,56.99682168564982,48.0,75.97827642730657,46.096618311242565,30.340613796937966,positive
75.29459786480771,52.671743955852264,48.0,81.71546899077462,52.28002064633186,25.29448054084499,positive
63.58026171824037,74.28524470583898,48.0,50.48061753865104,33.22425716074371,20.01478695979876,positive
67.90727361795429,66.03110332078302,48.0,64.43210865866514,42.069094998481425,28.848628496337064,positive
69.79003184255113,84.0,48.0,76.35102380724697,54.21699431582143,29.49098266318645,positive
73.07288791458488,83.1774823674494,48.0,74.91837426119558,54.0,17.910221776521908,positive
69.3316491650093,8.206065779949151,48.0,54.6791166002663,54.78089217771604,28.17719824818742,positive
68.2794530108627,67.92354211080298,48.0,83.75627496784071,41.06167754990603,24.889799948523866,positive
67.39633041601313,77.88205261171025,48.0,77.94821806533943,53.03140335484592,34.48569039808229,positive
62.24428195448803,74.72677109136797,48.0,81.18034829105075,39.73583326963392,31.57119179557709,positive
67.3011091567366,68.0,48.0,78.1342071301508,24.150470916015436,29.48715330516855,positive
64.0,72.744617087576,48.0,5.627452735659759,34.74890315390395,26.150746202749833,positive
68.60081816244495,63.71299867670241,48.0,41.660250742681384,4.333642261504382,5.749833554342353,positive
69.48367913674997,67.30012047101151,48.0,67.23030471543721,46.05335758104756,40.33439784508579,positive
64.52747429350022,50.567075276555,48.0,67.60901288668254,48.973171329206075,28.568421877576043,positive
69.78929538994012,77.33476862615211,48.0,85.55481317804622,48.242316239318995,28.05346784238402,positive
63.7017920842682,50.4361754817418,48.0,75.36743389681718,53.47979433938324,32.92322540406689,positive
76.92128198836338,73.17047745773374,48.0,86.92023644667566,53.032301416042074,3.817415073861836,positive
62.33098929163838,70.97971382430453,48.0,64.9148392738322,40.19230679855909,28.98724824591316,positive
63.28077484046985,70.13366697083019,48.0,67.93843098753565,41.74482021763453,34.43886421214012,positive
72.90596557127185,84.0,48.0,81.92286918744419,56.13664489273803,36.08489423805776,positive
73.60718083504857,82.40793427964388,48.0,82.30906715569753,56.645841758956216,17.64271233477643,positive
73.4234110573089,8.892609797441876,48.0,47.89819964466287,53.0494666858238,26.510033018333992,positive
70.86406546634389,63.52300123646536,48.0,73.1258370179986,41.482064508205674,33.88519036585916,positive
71.08315245441146,84.0,48.0,81.77294548882294,57.438487194896304,31.867335833943933,positive
60.89710851494383,66.88641534165708,48.0,66.91398268138383,41.944615214724,41.047594894357,positive
69.51858776903796,67.05380876931255,48.0,42.265108748164465,4.140824482261937,27.41414949265819,positive
64.44978588365748,66.01149215490187,48.0,3.3690851929054144,34.42773264840683,24.942608108674065,positive
67.3422339204955,62.58719972292234,48.0,66.42331346041166,5.661103191962767,2.086861479949152,positive
